CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC
cg01071314,0.9704,0.9723,0.9632,0.9674,0.9705,0.9613
cg03347739,0.9683,0.9612,0.9485,0.9569,0.9522,0.9559
cg18993641,0.9768,0.9073,0.9756,0.9752,0.9776,0.9761
cg11753771,0.9736,0.9752,0.9726,0.9704,0.9698,0.9687
cg03239335,0.9286,0.9184,0.9209,0.9171,0.9231,0.9102
cg04893833,0.9316,0.9261,0.9197,0.919,0.9282,0.9201
cg15707332,0.9687,0.9669,0.9633,0.964,0.9672,0.9603
cg09692355,0.9196,0.9105,0.915,0.9176,0.9142,0.917
cg23716449,0.9778,0.9789,0.9778,0.9737,0.9774,0.9707
cg15997512,0.9493,0.9515,0.9468,0.9419,0.9482,0.9388
cg03427577,0.9132,0.9109,0.9094,0.9121,0.9114,0.9225
cg16481556,0.964,0.9666,0.9594,0.964,0.9569,0.9611
cg03269045,0.966,0.9587,0.9505,0.9501,0.9452,0.9622
cg19846609,0.9586,0.9483,0.9614,0.9584,0.9549,0.9452
cg19727491,0.9411,0.947,0.9415,0.9358,0.9443,0.944
cg19854900,0.8869,0.8856,0.8677,0.8583,0.8789,0.8871
cg12449716,0.976,0.9726,0.9726,0.9709,0.9752,0.9714
cg09757588,0.9487,0.9589,0.945,0.941,0.9522,0.9332
cg23136645,0.9321,0.9366,0.9228,0.9316,0.9272,0.93
cg27378591,0.9655,0.9666,0.9568,0.9555,0.9598,0.956
cg13175786,0.926,0.9084,0.8831,0.9095,0.8832,0.924
cg13867039,0.9363,0.9356,0.9343,0.9358,0.9394,0.9439
cg27315348,0.9698,0.9712,0.9653,0.9672,0.9697,0.9651
cg12023686,0.8776,0.8839,0.8705,0.8811,0.8858,0.8626
cg22808692,0.9797,0.9799,0.9766,0.9753,0.9783,0.9748
cg23674202,0.9526,0.9543,0.8413,0.9484,0.821,0.9598
cg16996571,0.9792,0.9746,0.9769,0.9781,0.9777,0.975
cg19873420,0.8991,0.8949,0.8881,0.8904,0.8949,0.8803
cg24352934,0.9424,0.943,0.9162,0.9331,0.9242,0.9275
cg09596260,0.9623,0.9672,0.9599,0.7772,0.9591,0.9634
cg13411923,0.9693,0.9699,0.9709,0.9696,0.9697,0.9682
cg15417875,0.9728,0.9707,0.9727,0.9721,0.9725,0.972
cg13411923,0.9693,0.9699,0.9709,0.9696,0.9697,0.9682
cg15417875,0.9728,0.9707,0.9727,0.9721,0.9725,0.972
cg09860804,0.9388,0.9493,0.9268,0.9211,0.9224,0.933
cg10369955,0.971,0.9746,0.971,0.9726,0.9716,0.972
cg24630516,0.9783,0.9726,0.9723,0.9748,0.9709,0.9711
cg07783183,0.9196,0.9212,0.8989,0.9211,0.9222,0.9189
cg09557149,0.9014,0.9009,0.9038,0.8994,0.9134,0.8861
cg00350519,0.9469,0.9435,0.9352,0.9407,0.9397,0.9365
cg16038181,0.8855,0.8835,0.8767,0.8749,0.8893,0.8798
cg00612828,0.9041,0.8815,0.899,0.8975,0.9044,0.8984
cg07927953,0.9059,0.9097,0.9078,0.8995,0.908,0.902
cg19412478,0.905,0.8892,0.9039,0.8905,0.9109,0.8934
cg11761622,0.9551,0.9504,0.9506,0.9519,0.949,0.9506
cg07077277,0.9524,0.9432,0.9503,0.9541,0.9427,0.947
cg25090472,0.967,0.9643,0.9638,0.9658,0.9654,0.965
cg10093738,0.9144,0.9188,0.9116,0.916,0.9199,0.91
cg04539057,0.9816,0.9828,0.9815,0.982,0.9841,0.9804
cg02071579,0.9752,0.9747,0.9719,0.9705,0.9773,0.973
cg09768859,0.9676,0.9634,0.9634,0.9629,0.9684,0.9599
cg17994840,0.9474,0.9427,0.9449,0.9461,0.9482,0.9469
cg06732450,0.9089,0.912,0.9092,0.9023,0.9148,0.9089
cg03887092,0.9809,0.9832,0.9812,0.9819,0.982,0.9784
cg10592494,0.9711,0.9645,0.9607,0.9571,0.9633,0.9661
cg15211734,0.8932,0.8874,0.8715,0.8746,0.8624,0.8929
cg23270726,0.9795,0.9775,0.9751,0.9791,0.9774,0.975
cg13980446,0.9704,0.9678,0.9658,0.9678,0.9702,0.9688
cg06018666,0.9736,0.9758,0.9743,0.8945,0.9751,0.9758
cg27156649,0.977,0.9731,0.9715,0.9715,0.9744,0.9674
cg12818656,0.9783,0.9779,0.9745,0.9769,0.9772,0.9742
cg24337215,0.9616,0.9218,0.9607,0.9602,0.9594,0.9648
cg06379876,0.9794,0.9797,0.9772,0.9805,0.9812,0.9795
cg24002071,0.9691,0.9442,0.9551,0.9663,0.9539,0.9699
cg26224791,0.9766,0.9737,0.9717,0.9756,0.9722,0.9714
cg04741516,0.9488,0.9309,0.929,0.964,0.9585,0.9486
cg10800989,0.9583,0.9596,0.9629,0.9548,0.9643,0.9615
cg10538275,0.8677,0.8382,0.8165,0.8234,0.8466,0.8165
cg07478335,0.9816,0.9784,0.9793,0.9805,0.9809,0.9791
cg22397625,0.8642,0.8585,0.845,0.8485,0.8518,0.8321
cg22335368,0.8256,0.8229,0.8114,0.8144,0.8184,0.8016
cg09768859,0.9676,0.9634,0.9634,0.9629,0.9684,0.9599
cg17994840,0.9474,0.9427,0.9449,0.9461,0.9482,0.9469
cg19463982,0.9754,0.9718,0.9698,0.9641,0.9712,0.972
cg10533694,0.9814,0.9808,0.9782,0.9768,0.9806,0.9804
cg03405781,0.9542,0.8529,0.9359,0.9478,0.9477,0.9469
cg15457037,0.9674,0.9666,0.9526,0.9525,0.9465,0.9552
cg22481448,0.966,0.9775,0.9555,0.9715,0.9446,0.9456
cg03246584,0.9793,0.9782,0.9795,0.9786,0.978,0.9761
cg03775163,0.9674,0.9528,0.9568,0.959,0.9564,0.9641
cg25310447,0.976,0.9745,0.964,0.9748,0.9763,0.9717
cg05881566,0.941,0.8817,0.8872,0.9283,0.8867,0.9318
cg06137032,0.9582,0.9225,0.9468,0.9541,0.9557,0.9474
cg07486017,0.9458,0.9023,0.9296,0.9387,0.9383,0.9296
cg11060910,0.9175,0.9083,0.905,0.9114,0.912,0.9074
cg11314274,0.9738,0.97,0.9748,0.9701,0.9685,0.9692
cg05881566,0.941,0.8817,0.8872,0.9283,0.8867,0.9318
cg06137032,0.9582,0.9225,0.9468,0.9541,0.9557,0.9474
cg07486017,0.9458,0.9023,0.9296,0.9387,0.9383,0.9296
cg11060910,0.9175,0.9083,0.905,0.9114,0.912,0.9074
cg11179625,0.856,0.8359,0.8124,0.8482,0.8031,0.8524
cg10095533,0.9716,0.9655,0.9667,0.9633,0.9577,0.9603
cg21664614,0.9744,0.9728,0.9692,0.9703,0.9739,0.97
cg00674415,0.9805,0.9795,0.9748,0.9755,0.9797,0.9764
cg26605046,0.9702,0.9686,0.9646,0.9582,0.9549,0.9657
cg27491224,0.8116,0.7993,0.7741,0.7663,0.7701,0.7872
cg18415485,0.97,0.9663,0.9692,0.9649,0.9693,0.9663
cg26515162,0.9411,0.9523,0.9415,0.9472,0.9575,0.9359
cg05934127,0.9656,0.9638,0.9659,0.964,0.9651,0.959
cg07049352,0.9516,0.9506,0.9422,0.9432,0.9492,0.9396
cg12598767,0.9841,0.9837,0.9812,0.9813,0.9839,0.9806
cg25052374,0.9608,0.9619,0.9592,0.9535,0.9619,0.963
cg17838182,0.9737,0.9699,0.9717,0.9522,0.9718,0.9698
cg05655953,0.9513,0.9167,0.9162,0.9265,0.9212,0.9294
cg05881566,0.941,0.8817,0.8872,0.9283,0.8867,0.9318
cg06137032,0.9582,0.9225,0.9468,0.9541,0.9557,0.9474
cg07486017,0.9458,0.9023,0.9296,0.9387,0.9383,0.9296
cg11060910,0.9175,0.9083,0.905,0.9114,0.912,0.9074
cg11179625,0.856,0.8359,0.8124,0.8482,0.8031,0.8524
cg13494954,0.9746,0.9307,0.9706,0.97,0.9722,0.9727
cg02898500,0.9697,0.966,0.9632,0.9628,0.9675,0.9627
cg05372365,0.9855,0.9822,0.9811,0.9805,0.9818,0.9778
cg16559361,0.969,0.9736,0.9733,0.9635,0.9719,0.9755
cg26884787,0.785,0.7863,0.7823,0.76,0.7918,0.7692
cg18232828,0.9575,0.9536,0.9544,0.9556,0.9527,0.9478
cg23911097,0.9558,0.9498,0.9527,0.9484,0.9574,0.948
cg07213482,0.9634,0.9673,0.9672,0.9673,0.9652,0.9658
cg23783444,0.8576,0.9538,0.9467,0.9401,0.9519,0.9371
cg15153684,0.9414,0.9449,0.89,0.9462,0.8474,0.9355
cg13851334,0.9276,0.9264,0.8315,0.9198,0.8213,0.9002
cg09597710,0.9824,0.9831,0.9825,0.9809,0.9823,0.9814
cg14487665,0.9657,0.9194,0.9456,0.8574,0.9486,0.9682
cg03935783,0.9759,0.9758,0.9742,0.9731,0.9756,0.9771
cg08478121,0.9648,0.9644,0.959,0.9478,0.9674,0.9633
cg16756854,0.9327,0.936,0.9349,0.9377,0.9384,0.9433
cg17431922,0.9565,0.9565,0.952,0.9554,0.9499,0.9442
cg00902147,0.9766,0.9735,0.9731,0.9719,0.9745,0.9774
cg22687077,0.8651,0.8751,0.8613,0.8676,0.8662,0.8608
cg05357660,0.9003,0.9152,0.9072,0.9122,0.8941,0.8964
cg05881566,0.941,0.8817,0.8872,0.9283,0.8867,0.9318
cg06137032,0.9582,0.9225,0.9468,0.9541,0.9557,0.9474
cg07486017,0.9458,0.9023,0.9296,0.9387,0.9383,0.9296
cg11060910,0.9175,0.9083,0.905,0.9114,0.912,0.9074
cg22518433,0.9247,0.9152,0.9104,0.9208,0.9097,0.9092
cg12026967,0.9689,0.9779,0.972,0.9719,0.9763,0.9634
cg04571418,0.9315,0.9288,0.9258,0.9274,0.9328,0.9281
cg08542308,0.9088,0.9096,0.9081,0.9133,0.9162,0.9019
cg00077898,0.9801,0.9819,0.9767,0.9714,0.9777,0.9763
cg05544715,0.9715,0.9761,0.9706,0.9745,0.9752,0.969
cg14717656,0.9201,0.93,0.9307,0.9253,0.9314,0.9127
cg02146941,0.9162,0.9173,0.9132,0.9188,0.9228,0.9101
cg24090529,0.9614,0.9273,0.9494,0.9528,0.96,0.9589
cg23265009,0.877,0.8096,0.8678,0.8651,0.8758,0.8708
cg14050824,0.9586,0.9309,0.9371,0.9287,0.9537,0.955
cg17583844,0.8412,0.8973,0.8669,0.8794,0.8818,0.8682
cg03975306,0.9068,0.9122,0.9002,0.9056,0.9062,0.8939
cg24894531,0.8954,0.8672,0.8508,0.863,0.8492,0.8803
cg06932713,0.9702,0.971,0.9696,0.9672,0.9696,0.9677
cg11803803,0.9084,0.9032,0.9036,0.9095,0.9162,0.8992
cg10799668,0.9712,0.9728,0.972,0.9704,0.9753,0.9701
cg23391090,0.9155,0.92,0.9237,0.905,0.9256,0.9044
cg19790877,0.9604,0.9552,0.9651,0.965,0.9624,0.9468
cg03594801,0.8226,0.7836,0.7852,0.8482,0.7754,0.7438
cg24297451,0.8913,0.8976,0.8777,0.8838,0.8982,0.8926
cg26261873,0.9223,0.9193,0.9146,0.9096,0.9211,0.9065
cg04387175,0.9559,0.9555,0.9546,0.9588,0.9593,0.9532
cg26987690,0.9806,0.9805,0.9778,0.9778,0.9749,0.9674
cg14646111,0.96,0.9636,0.9647,0.9643,0.9644,0.9551
cg18130622,0.8128,0.8157,0.7893,0.8046,0.7758,0.8231
cg14070204,0.8751,0.8751,0.8641,0.859,0.8625,0.8645
cg05242494,0.9525,0.9567,0.9445,0.9435,0.9563,0.95
cg25052374,0.9608,0.9619,0.9592,0.9535,0.9619,0.963
cg17838182,0.9737,0.9699,0.9717,0.9522,0.9718,0.9698
cg25793425,0.9544,0.9479,0.9392,0.9448,0.9479,0.9398
cg05347334,0.949,0.9456,0.9344,0.9423,0.9309,0.9431
cg26149658,0.791,0.7591,0.7158,0.7653,0.7374,0.7734
cg19277672,0.8822,0.8888,0.8727,0.8647,0.8834,0.8844
cg26624794,0.9716,0.9724,0.9703,0.9722,0.9742,0.9686
cg01268367,0.8844,0.8896,0.8862,0.871,0.8958,0.8744
cg10592494,0.9711,0.9645,0.9607,0.9571,0.9633,0.9661
cg15211734,0.8932,0.8874,0.8715,0.8746,0.8624,0.8929
cg09328356,0.9471,0.935,0.9282,0.931,0.9439,0.9245
cg12301921,0.969,0.9564,0.9417,0.9622,0.9377,0.9582
cg07347645,0.9161,0.9105,0.803,0.9059,0.881,0.9155
cg13975228,0.9142,0.9159,0.9103,0.904,0.9162,0.913
cg23008136,0.9063,0.9108,0.915,0.9159,0.9165,0.9086
cg26641275,0.9767,0.974,0.9727,0.9748,0.9754,0.9694
cg07344990,0.9702,0.9689,0.9678,0.9664,0.967,0.9678
cg19515081,0.969,0.9426,0.907,0.9188,0.872,0.9427
cg19591902,0.909,0.9068,0.8674,0.8891,0.8712,0.904
cg07162210,0.8994,0.9114,0.9061,0.8758,0.9079,0.8783
cg02919368,0.9212,0.9132,0.8696,0.8948,0.8695,0.9158
cg06601579,0.9221,0.9188,0.8971,0.9061,0.9087,0.9152
cg10788213,0.9579,0.9535,0.9018,0.945,0.9537,0.9504
cg24874524,0.946,0.9374,0.9281,0.9328,0.9268,0.9329
cg14949065,0.9854,0.9826,0.9821,0.9826,0.9826,0.9816
cg06746318,0.9732,0.9736,0.9718,0.9742,0.975,0.9726
cg27239168,0.9721,0.971,0.9712,0.9712,0.9704,0.9703
cg27238852,0.9813,0.9833,0.9841,0.9813,0.9831,0.9806
cg01515732,0.971,0.9665,0.9669,0.9653,0.9717,0.967
cg13738571,0.8659,0.8611,0.846,0.8623,0.8623,0.862
cg02775417,0.9698,0.9084,0.9766,0.9292,0.9752,0.9766
cg04815835,0.981,0.9795,0.9775,0.9806,0.9812,0.9797
cg17876831,0.9478,0.9467,0.9514,0.9522,0.9482,0.952
cg26923629,0.9701,0.9729,0.9641,0.9631,0.9683,0.9675
cg18537476,0.9689,0.9711,0.9662,0.9674,0.971,0.9628
cg26251854,0.9762,0.969,0.9656,0.96,0.9608,0.9728
cg02517473,0.9714,0.9752,0.9732,0.9712,0.9738,0.9712
cg27402782,0.9745,0.9764,0.9756,0.977,0.9767,0.9704
cg07795168,0.9762,0.978,0.9737,0.9736,0.9752,0.9733
cg27198013,0.98,0.9774,0.9802,0.9802,0.9784,0.9794
cg23665668,0.9598,0.9576,0.9588,0.9567,0.9542,0.958
cg23526824,0.9211,0.9288,0.9202,0.9191,0.9217,0.9233
cg18537476,0.9689,0.9711,0.9662,0.9674,0.971,0.9628
cg26251854,0.9762,0.969,0.9656,0.96,0.9608,0.9728
cg19222405,0.975,0.9728,0.9732,0.9738,0.9754,0.9732
cg27239168,0.9721,0.971,0.9712,0.9712,0.9704,0.9703
cg27238852,0.9813,0.9833,0.9841,0.9813,0.9831,0.9806
cg03479204,0.9638,0.9625,0.965,0.9643,0.9642,0.9602
cg21561701,0.9174,0.9056,0.9034,0.9067,0.9071,0.9107
cg06328338,0.9726,0.9698,0.967,0.969,0.9694,0.9666
cg09541794,0.9773,0.9798,0.9792,0.9795,0.9801,0.9773
cg02227036,0.9506,0.9514,0.9465,0.9473,0.954,0.9486
cg01986767,0.9785,0.9784,0.9797,0.979,0.9796,0.9798
cg06480482,0.9628,0.9661,0.9214,0.9618,0.964,0.9608
cg26555052,0.9722,0.971,0.9606,0.9665,0.9688,0.9695
cg07619683,0.9298,0.9397,0.9201,0.9303,0.9221,0.9336
cg07189962,0.9227,0.9117,0.9122,0.9106,0.9125,0.9147
cg25495024,0.946,0.9387,0.9281,0.955,0.945,0.9526
cg13972986,0.9535,0.9533,0.9564,0.9502,0.9554,0.948
cg24419436,0.9806,0.9777,0.9773,0.9792,0.979,0.9776
cg06656553,0.9742,0.9707,0.9696,0.9717,0.9736,0.9733
cg10185853,0.9784,0.9777,0.9784,0.9713,0.978,0.9764
cg17676132,0.9651,0.9588,0.9572,0.9555,0.9577,0.9616
cg18093064,0.8774,0.8744,0.8609,0.8418,0.886,0.8624
cg16326123,0.971,0.9676,0.9644,0.969,0.9701,0.961
cg27369096,0.9598,0.9607,0.9553,0.9594,0.952,0.9557
cg26943056,0.8986,0.9012,0.8985,0.8877,0.9119,0.8834
cg07213685,0.6085,0.544,0.5328,0.5738,0.543,0.5946
cg11316510,0.9864,0.9832,0.9844,0.9856,0.9868,0.9848
cg12190841,0.7044,0.6707,0.6665,0.7142,0.6887,0.6911
cg13675721,0.9473,0.9495,0.9316,0.9461,0.9482,0.9396
cg11609668,0.9813,0.9825,0.9789,0.9806,0.9789,0.9784
cg09015921,0.9706,0.9688,0.971,0.9688,0.9727,0.9697
cg16514513,0.9316,0.9223,0.9078,0.9188,0.9142,0.9258
cg11993636,0.9223,0.9176,0.8933,0.9102,0.9102,0.9182
cg25735490,0.9822,0.9792,0.9766,0.9806,0.9802,0.9786
cg11615029,0.977,0.978,0.9747,0.9764,0.9782,0.9782
cg05480169,0.9775,0.9785,0.9772,0.9786,0.9788,0.9793
cg04738220,0.9384,0.9256,0.925,0.9238,0.9328,0.9282
cg11013793,0.853,0.8204,0.843,0.8416,0.8742,0.8131
cg03383886,0.9437,0.9534,0.9521,0.9487,0.9465,0.9419
cg21592241,0.9807,0.9798,0.971,0.9765,0.9766,0.9721
cg18703066,0.9414,0.9557,0.9506,0.9323,0.9572,0.9519
cg13909661,0.9746,0.9745,0.9748,0.9736,0.9721,0.9718
cg16188537,0.9744,0.9735,0.9727,0.9751,0.9728,0.9732
cg21839504,0.9636,0.9644,0.9655,0.9638,0.9628,0.9602
cg18195333,0.8915,0.8912,0.8838,0.883,0.8879,0.8849
cg14528751,0.918,0.9228,0.917,0.9169,0.9098,0.8881
cg12587618,0.9094,0.8805,0.8638,0.8911,0.905,0.8766
cg25670583,0.9494,0.9413,0.9456,0.9297,0.9475,0.9316
cg25712567,0.8647,0.9104,0.9025,0.8865,0.9144,0.8216
cg22747480,0.9666,0.9696,0.9714,0.9691,0.97,0.9683
cg17702388,0.9637,0.8281,0.9318,0.95,0.9619,0.9632
cg17738010,0.9728,0.9753,0.9741,0.9761,0.9752,0.9733
cg00548824,0.984,0.9835,0.9814,0.9817,0.9849,0.9795
cg23079012,0.9345,0.9676,0.9667,0.9688,0.9684,0.9293
cg06982473,0.9761,0.9738,0.9731,0.9736,0.973,0.9739
cg14245471,0.9684,0.9686,0.9674,0.9694,0.9678,0.9666
cg18641463,0.8939,0.9152,0.9574,0.9485,0.9512,0.7585
cg07993468,0.9745,0.9727,0.9693,0.9661,0.9691,0.9707
cg12548057,0.9744,0.9758,0.9651,0.9678,0.9641,0.9622
cg00319661,0.9669,0.9709,0.9694,0.9683,0.9718,0.9592
cg09234454,0.9588,0.9633,0.9616,0.9609,0.9608,0.9613
cg24874524,0.946,0.9374,0.9281,0.9328,0.9268,0.9329
cg14949065,0.9854,0.9826,0.9821,0.9826,0.9826,0.9816
cg06947694,0.9581,0.9536,0.9448,0.9536,0.961,0.9442
cg21818807,0.9519,0.9487,0.948,0.948,0.9562,0.9414
cg00738309,0.9769,0.9781,0.9763,0.9742,0.978,0.9744
cg24926364,0.8644,0.8635,0.8564,0.8602,0.8671,0.8593
cg23696432,0.958,0.9552,0.9475,0.9529,0.9615,0.952
cg16514513,0.9316,0.9223,0.9078,0.9188,0.9142,0.9258
cg11993636,0.9223,0.9176,0.8933,0.9102,0.9102,0.9182
cg25735490,0.9822,0.9792,0.9766,0.9806,0.9802,0.9786
cg11615029,0.977,0.978,0.9747,0.9764,0.9782,0.9782
cg00439089,0.9052,0.8933,0.865,0.8939,0.8711,0.8983
cg21602882,0.9675,0.9654,0.9528,0.9643,0.9616,0.9614
cg10827460,0.9596,0.9679,0.9614,0.9541,0.963,0.9502
cg15742605,0.9707,0.9726,0.9696,0.9638,0.9748,0.9607
cg09756115,0.8099,0.8322,0.8278,0.8432,0.8258,0.7768
cg13042918,0.9808,0.9793,0.98,0.9781,0.9823,0.9814
cg09757859,0.8438,0.8649,0.8382,0.8264,0.8485,0.8495
cg06360976,0.9582,0.9543,0.9582,0.9569,0.9585,0.9505
cg11642891,0.9472,0.9498,0.9502,0.9482,0.9527,0.941
cg21299491,0.9731,0.9742,0.9732,0.9668,0.9727,0.9687
cg17575314,0.9725,0.9724,0.9694,0.9744,0.9728,0.9678
cg16832975,0.9722,0.9643,0.9666,0.9662,0.9694,0.9633
cg19895894,0.889,0.8834,0.8741,0.8816,0.8716,0.8666
cg05258294,0.9343,0.9364,0.9305,0.9314,0.9349,0.925
cg16516712,0.9354,0.9406,0.9341,0.9333,0.9363,0.9228
cg23055735,0.8474,0.8668,0.8702,0.8471,0.8732,0.8506
cg22812030,0.9084,0.8554,0.8466,0.8874,0.8577,0.8944
cg18287067,0.9501,0.9389,0.9203,0.9471,0.926,0.949
cg00364339,0.9519,0.9545,0.9271,0.948,0.9489,0.9484
cg00634652,0.9482,0.9514,0.9417,0.9444,0.9476,0.9363
cg24402975,0.9395,0.9406,0.9393,0.941,0.9448,0.9257
cg02922913,0.9281,0.9427,0.9343,0.9418,0.9461,0.9042
cg11740348,0.9742,0.974,0.9757,0.9747,0.9771,0.9768
cg07249433,0.9718,0.9732,0.9689,0.9735,0.9746,0.967
cg04510420,0.982,0.9576,0.9809,0.9798,0.9839,0.9804
cg10581012,0.9572,0.9557,0.9497,0.9516,0.9569,0.947
cg06360976,0.9582,0.9543,0.9582,0.9569,0.9585,0.9505
cg11642891,0.9472,0.9498,0.9502,0.9482,0.9527,0.941
cg19087171,0.9419,0.9528,0.9479,0.9505,0.9469,0.9456
cg16465882,0.9487,0.9447,0.929,0.9439,0.9356,0.9385
cg02227036,0.9506,0.9514,0.9465,0.9473,0.954,0.9486
cg01986767,0.9785,0.9784,0.9797,0.979,0.9796,0.9798
cg07205796,0.9751,0.9717,0.9707,0.9687,0.9755,0.9708
cg07727358,0.9822,0.9819,0.9789,0.9808,0.9803,0.9811
cg23558764,0.9294,0.9168,0.9133,0.9078,0.9286,0.9155
cg07993468,0.9745,0.9727,0.9693,0.9661,0.9691,0.9707
cg12548057,0.9744,0.9758,0.9651,0.9678,0.9641,0.9622
cg12090001,0.9475,0.9472,0.937,0.942,0.9511,0.9364
cg04551619,0.9598,0.9533,0.9452,0.9526,0.9433,0.9505
cg07611351,0.9775,0.9793,0.9755,0.9762,0.9772,0.9765
cg21663666,0.9734,0.9459,0.9031,0.961,0.8827,0.9719
cg22374586,0.9514,0.9408,0.9253,0.9423,0.939,0.9429
cg13459217,0.9357,0.9278,0.9275,0.9243,0.9335,0.9322
cg24402975,0.9395,0.9406,0.9393,0.941,0.9448,0.9257
cg02922913,0.9281,0.9427,0.9343,0.9418,0.9461,0.9042
cg18592195,0.9825,0.9814,0.9815,0.9789,0.9834,0.9799
cg19547972,0.9606,0.9449,0.9166,0.9452,0.9147,0.9502
cg14053001,0.9162,0.9172,0.9124,0.9061,0.9198,0.9112
cg07175255,0.9715,0.979,0.9712,0.9728,0.973,0.9704
cg27104778,0.9755,0.9743,0.9707,0.9717,0.9745,0.9716
cg20722637,0.9708,0.9692,0.9621,0.9702,0.9647,0.9607
cg07619683,0.9298,0.9397,0.9201,0.9303,0.9221,0.9336
cg07189962,0.9227,0.9117,0.9122,0.9106,0.9125,0.9147
cg26872907,0.032,0.952,0.942,0.9392,0.9425,0.9325
cg22505006,0.2725,0.8695,0.1123,0.7646,0.8385,0.2947
cg06768361,0.8424,0.9486,0.9465,0.9028,0.9492,0.9005
cg15348679,0.832,0.036,0.8071,0.9068,0.9388,0.8386
cg25574765,0.0083,0.0182,0.0077,0.0019,0.0027,0.008
cg24011073,0.1432,0.933,0.9179,0.1045,0.9201,0.0551
cg27091865,0.8434,0.8679,0.8446,0.8628,0.86,0.8222
cg12911732,0.0971,0.1889,0.1544,0.0777,0.1634,0.0599
cg10244976,0.9716,0.9276,0.4833,0.9344,0.7174,0.9607
cg18121066,0.3866,0.9297,0.9342,0.9342,0.9317,0.6694
cg13401893,0.4617,0.4759,0.4045,0.2997,0.4903,0.3765
cg15619820,0.9837,0.9828,0.9807,0.9772,0.9767,0.9818
cg23792485,0.9522,0.9482,0.9392,0.9504,0.9404,0.9459
cg26709988,0.104,0.9528,0.961,0.9513,0.9595,0.0279
cg16953816,0.9365,0.9279,0.9355,0.9328,0.9348,0.9307
cg05825244,0.4359,0.4509,0.2988,0.4224,0.4652,0.4658
cg03238075,0.9532,0.9365,0.9462,0.9398,0.9562,0.9432
cg16871561,0.812,0.9156,0.1077,0.8865,0.7801,0.4598
cg24441810,0.927,0.8503,0.0583,0.872,0.0595,0.9015
cg24068006,0.9151,0.7795,0.8513,0.8578,0.8564,0.8985
cg12368188,0.0137,0.0332,0.0177,0.0148,0.0151,0.0147
cg01263942,0.7678,0.8335,0.8296,0.7787,0.8365,0.8034
cg23244761,0.0682,0.9696,0.9658,0.963,0.972,0.9582
cg10768932,0.481,0.0292,0.0363,0.0274,0.0276,0.0436
cg02123534,0.1622,0.6565,0.7292,0.1126,0.1256,0.372
cg10130374,0.9728,0.9724,0.9701,0.972,0.9724,0.9678
cg12754495,0.0678,0.0428,0.8556,0.841,0.8885,0.0654
cg16182447,0.0382,0.0898,0.1356,0.0471,0.087,0.0545
cg09787504,0.9723,0.9639,0.9625,0.9665,0.9644,0.9633
cg02582848,0.8598,0.7464,0.8092,0.8877,0.8573,0.8842
cg02380585,0.0248,0.0238,0.8692,0.064,0.8722,0.0263
cg06935361,0.5045,0.369,0.7895,0.1142,0.2031,0.6697
cg14565903,0.0766,0.19,0.0939,0.078,0.1021,0.0885
cg02159489,0.6603,0.9189,0.4494,0.7538,0.6466,0.6574
cg26212328,0.007,0.0326,0.0158,0.0059,0.0415,0.006
cg06430465,0.973,0.9557,0.6202,0.9589,0.8408,0.9701
cg24145118,0.9655,0.9668,0.9657,0.9638,0.9654,0.9618
cg01782486,0.7358,0.5262,0.3076,0.8119,0.8778,0.6934
cg27592331,0.062,0.1048,0.0753,0.0522,0.1145,0.0596
cg14088921,0.0223,0.1072,0.0811,0.0913,0.0978,0.0156
cg12422199,0.0452,0.6547,0.8596,0.8114,0.8514,0.8536
cg17965712,0.0729,0.09,0.0701,0.0568,0.08,0.0491
cg19628988,0.0374,0.2191,0.875,0.0764,0.8683,0.0644
cg03634833,0.1673,0.6129,0.6875,0.1129,0.1208,0.3235
cg13058457,0.0326,0.0352,0.1815,0.169,0.2624,0.0257
cg19351954,0.6705,0.6127,0.678,0.6184,0.7412,0.6547
cg04855216,0.0437,0.0506,0.0896,0.1614,0.1528,0.0433
cg20100745,0.1765,0.9561,0.7688,0.9432,0.8306,0.0267
cg02606840,0.2604,0.7649,0.0538,0.0389,0.038,0.0329
cg14477767,0.9136,0.9018,0.1709,0.8691,0.7358,0.9052
cg14255824,0.5646,0.8665,0.7473,0.7632,0.7918,0.6131
cg13488570,0.0098,0.012,0.0101,0.0113,0.014,0.0115
cg18476766,0.6279,0.9372,0.9416,0.9207,0.9513,0.6303
cg07545925,0.8882,0.8634,0.0569,0.8318,0.0479,0.8793
cg16429499,0.0715,0.4089,0.9026,0.8905,0.9026,0.8783
cg04329870,0.8586,0.8526,0.8059,0.8248,0.2511,0.8576
cg17459215,0.964,0.9656,0.9615,0.9583,0.9593,0.961
cg07778290,0.9436,0.9479,0.9389,0.9414,0.9459,0.9489
cg23238315,0.7954,0.7516,0.7959,0.7658,0.8349,0.7748
cg04416414,0.0891,0.1848,0.0872,0.0848,0.0913,0.1004
cg18857618,0.8927,0.8604,0.7761,0.8732,0.2238,0.878
cg08257257,0.3843,0.4907,0.5934,0.4125,0.5567,0.3237
cg18023065,0.3918,0.9782,0.9736,0.9586,0.9766,0.0548
cg17479280,0.5731,0.0464,0.677,0.0864,0.4075,0.8745
cg00584840,0.909,0.8945,0.8356,0.8851,0.8357,0.8839
